3744,15520,2216,-685,-104,97
3800,15740,2144,-692,-58,46
3808,15712,2176,-688,13,-7
3888,15660,2292,-661,63,-20
3756,15644,2440,-632,152,-26
3788,15608,2264,-635,255,-3
3812,15504,2208,-597,324,3
3652,15612,2184,-584,410,38
3664,15500,2240,-573,457,26
3668,15508,2180,-588,512,60
3504,15448,2248,-579,502,84
3608,15480,2172,-551,485,106
3556,15484,2148,-566,407,116
3568,15580,2328,-533,352,161
3484,15500,2196,-537,263,152
3692,15496,2328,-534,208,135
3632,15508,2248,-511,166,121
3628,15424,2180,-536,162,118
3612,15452,2264,-488,133,111
3704,15568,2216,-489,110,88
3604,15580,2224,-474,55,84
3696,15436,2244,-453,-24,70
3644,15632,2108,-447,-81,78
3704,15520,2160,-410,-123,90
3708,15520,2504,-437,-103,81
3700,15588,2248,-388,-61,85
3744,15524,2380,-372,-13,95
3768,15456,2376,-348,44,130
3876,15552,2372,-338,132,167
3632,15496,2260,-334,205,157
3720,15376,2332,-337,200,178
3700,15508,2224,-359,200,169
3824,15544,2292,-343,191,171
3948,15472,2504,-329,190,218
3996,15564,2456,-317,316,294
4268,15560,2548,-265,433,429
4632,15612,2664,-253,720,599
4660,15604,2744,-209,1040,875
4840,15756,2864,-122,1258,1324
4944,15812,2984,-47,1256,1849
5248,15920,2984,0,1304,2415
5296,15920,2952,64,1059,3078
5416,16024,3212,188,365,3869
5520,16164,3332,371,-817,4800
5704,16328,3140,451,-2152,5908
5880,16352,3296,585,-3684,7091
6196,16372,3180,719,-5144,8268
6988,16476,2656,679,-6211,9268
7780,16400,2824,616,-6739,10167
8556,16196,2496,756,-6590,10884
9364,15956,2596,965,-5989,11576
10340,15864,2420,1154,-4719,12147
10584,15664,2744,1357,-3247,12898
11168,15788,2736,1436,-1836,13500
11588,15852,2844,1600,-606,14193
11700,16088,2984,1736,522,14909
11552,16216,2492,1551,976,15668
11024,16156,2412,1570,502,16494
11332,16248,1980,1460,-154,17408
11688,15892,1532,1198,-1315,17776
10940,15704,2032,1605,-2696,17780
12124,15716,1952,1282,-3039,19450
12932,15372,1932,1302,-3738,20679
13936,15180,2108,1470,-4431,21286
14364,14880,2044,1725,-5115,21540
15120,14788,1208,1810,-4879,22300
16044,14360,1180,2003,-3798,23269
16908,13920,1412,2470,-2762,23779
16764,13984,788,2482,-1950,24424
16788,13820,888,2634,-2849,25170
16292,13552,704,2715,-4155,25945
16444,13016,368,2522,-4864,26794
16456,12116,540,2517,-6151,27708
16112,11280,400,2816,-8075,28587
16476,10444,292,3197,-10008,29235
16800,9700,56,3677,-11324,29848
17752,9008,-200,4142,-11832,30466
18760,8344,-232,4990,-11789,30852
19688,7832,-668,5654,-11367,30956
19684,7412,-1196,6164,-10630,31205
19328,7172,-1704,6365,-10212,31501
19112,6732,-2028,6572,-9755,31913
19828,6224,-2076,6741,-8513,32110
19936,5772,-2564,6811,-6911,32037
20264,5364,-3444,6743,-5656,31774
20248,4964,-3640,6698,-4523,31580
19840,4396,-3864,6477,-3216,31490
19392,3760,-3764,6275,-1574,31364
18988,2900,-3496,6246,230,31032
18576,2312,-3888,6459,1535,30626
18032,1840,-4136,6804,2335,30304
17764,1660,-4548,7171,2691,30155
17260,1488,-4824,7193,2930,30198
16724,756,-4268,7318,3070,30232
16656,500,-4284,7223,2771,30038
16296,-368,-3668,7038,3258,29910
15444,-1000,-2916,7136,3871,29746
14552,-1564,-2200,7091,3890,29363
13500,-2108,-1812,7052,3821,28948
12940,-2412,-1280,6921,3572,28295
12364,-2660,-2076,6396,2841,27363
12244,-3292,-2224,5870,1984,26621
12244,-3936,-2448,5482,1673,26000
12160,-4996,-2732,5242,1266,25105
12164,-5948,-2444,5447,1086,24298
11716,-6504,-2500,5880,896,23532
11208,-6840,-2716,6203,916,22902
10652,-6960,-2972,6552,1208,22104
10456,-6812,-2980,6738,1570,20825
9424,-6484,-2944,6668,1916,19483
8768,-6276,-2632,6225,2139,18166
8032,-6504,-2124,6016,2149,17276
7676,-7028,-1600,6228,2122,16591
7384,-7176,-1344,6340,1917,15827
7236,-7084,-1200,6251,1864,14970
7180,-6808,-1292,5918,1967,13963
6952,-6620,-1136,5561,2310,12903
6744,-6604,-672,4979,2820,11866
6556,-6524,-328,4155,3449,10596
6036,-6680,-136,3257,3927,9235
5728,-6852,56,2521,4136,7943
5264,-7196,-148,2074,3976,6625
4988,-7600,-204,1870,3528,5502
4856,-7756,-276,1705,2921,4420
4872,-7596,-468,1607,2294,3409
4728,-7436,-356,1708,1647,2502
4772,-6976,-768,1774,827,1690
5148,-6640,-624,1761,113,899
5312,-6780,-440,1444,-282,49
5712,-6988,-156,892,-501,-844
5896,-7548,376,441,-606,-1843
6392,-7788,-68,-182,-744,-2675
6608,-8200,416,-670,-789,-3451
6580,-8188,196,-1030,-872,-4315
6540,-8292,272,-1425,-898,-5195
6200,-8148,476,-1838,-870,-6098
6144,-7852,584,-2519,-1077,-7155
6172,-7828,804,-3439,-1677,-8219
6496,-7520,776,-4477,-2185,-9293
6784,-6980,716,-5558,-2805,-10350
7284,-6124,472,-6755,-3374,-11302
7640,-5364,60,-8043,-3526,-12137
8100,-4892,-364,-9459,-3556,-13257
8496,-5136,-772,-10852,-3558,-14476
8564,-5916,-1296,-12249,-3728,-15742
8716,-7204,-1584,-13387,-4012,-17223
8840,-8376,-1924,-14475,-4895,-18771
9340,-9408,-2400,-15018,-5987,-20281
10068,-9808,-2864,-14905,-7130,-21832
10624,-9424,-3312,-14418,-8355,-23117
11188,-8488,-3712,-14012,-9425,-24236
12012,-7532,-4072,-13776,-10377,-25221
12888,-7000,-4440,-13938,-11552,-25913
14152,-6896,-4256,-14396,-11875,-26345
15748,-6888,-3944,-14763,-12059,-26754
16948,-6728,-3968,-15246,-11564,-26970
18556,-6336,-4604,-15927,-10721,-26990
19256,-5852,-5708,-16527,-9943,-26636
19988,-5628,-6180,-16706,-8486,-26199
20056,-5396,-6632,-16354,-7271,-25674
19892,-5356,-7364,-15910,-6132,-25118
19748,-5268,-7740,-15428,-5285,-24671
19488,-5380,-7788,-14933,-4907,-24336
19532,-5224,-7988,-14408,-5192,-23833
19736,-4948,-8248,-13860,-5865,-23083
20044,-4676,-7852,-12989,-6232,-22177
20104,-4120,-8964,-12917,-6811,-21055
20156,-4168,-8996,-12600,-7534,-19731
20356,-4184,-8996,-12038,-7611,-18436
20388,-3968,-10028,-11699,-7958,-17210
20888,-4188,-10288,-11103,-8518,-16369
20432,-4340,-10748,-10439,-9451,-15599
20644,-4152,-11120,-9649,-10583,-14591
20892,-4116,-11436,-8464,-11388,-13189
21812,-4088,-11800,-6957,-12136,-11557
22908,-4044,-11716,-5067,-12295,-9632
24316,-3804,-12544,-3340,-11223,-7459
25872,-3736,-12568,-1596,-9780,-5226
26948,-3284,-12448,59,-7700,-3123
27384,-2780,-12240,1322,-4710,-1165
27488,-2184,-11784,2312,-1463,682
27020,-1688,-11392,3124,1785,2633
26232,-1392,-11252,3444,4646,4574
25232,-1500,-10616,3592,6991,6357
24156,-1756,-10136,3851,8869,7928
22824,-1816,-9768,3869,10015,9379
21708,-2172,-9100,4383,10801,10850
21096,-2440,-9324,4767,10908,11776
20000,-2800,-9068,5408,9990,12737
19576,-3116,-8912,5859,8510,13056
19008,-3272,-8444,6572,6732,13777
19032,-3248,-8260,7449,5027,14600
19288,-3416,-7548,8203,3781,15401
19376,-3568,-7316,8681,3054,16092
19608,-3692,-7412,8913,2783,16995
20332,-3828,-7404,9094,2740,17832
20420,-4184,-7912,9315,3080,18319
20348,-4400,-7524,9903,3891,18843
20232,-4584,-7472,10559,4776,19231
20220,-4640,-7556,10921,5943,19391
19576,-4896,-7452,11096,7040,19604
18244,-4540,-7348,11271,7588,20070
