3404,15576,2256,-445,302,151
3496,15664,2276,-461,215,107
3380,15668,2400,-447,124,87
3520,15628,2188,-463,37,65
3556,15616,2368,-463,12,53
3604,15516,2436,-468,33,78
3612,15476,2388,-420,87,69
3624,15552,2396,-400,177,115
3544,15428,2388,-380,254,90
3528,15556,2384,-386,324,86
3508,15644,2436,-394,359,76
3488,15492,2384,-410,373,102
3468,15436,2348,-420,367,106
3472,15508,2548,-424,368,111
3576,15564,2596,-448,372,101
3516,15572,2496,-429,365,82
3664,15584,2576,-440,388,100
3628,15620,2516,-450,364,63
3556,15576,2472,-467,365,46
3584,15672,2420,-488,365,40
3536,15584,2456,-506,352,60
3420,15516,2480,-508,371,57
3544,15496,2496,-523,384,67
3588,15536,2376,-523,368,115
3548,15560,2544,-514,361,122
3488,15456,2404,-531,351,153
3608,15440,2316,-513,324,141
3628,15520,2404,-519,337,116
3652,15412,2444,-518,371,98
3624,15548,2312,-516,387,85
3588,15480,2424,-497,430,74
3600,15468,2432,-480,433,95
3616,15320,2344,-451,428,101
3588,15416,2352,-457,417,107
3636,15380,2292,-405,367,101
3600,15416,2372,-409,337,142
3660,15428,2376,-388,311,156
3660,15604,2352,-361,304,175
3736,15648,2196,-322,311,185
3704,15648,2212,-269,324,164
3756,15632,2356,-239,376,171
3740,15468,2224,-227,438,195
3836,15384,2320,-179,499,216
3788,15404,2388,-138,606,258
3788,15368,2432,-111,681,339
3692,15328,2316,-77,754,435
3804,15240,2240,-56,839,493
3888,15376,2312,-11,830,578
3868,15472,2516,-35,828,744
4080,15708,2692,-80,669,1010
4312,15936,2832,-133,548,1449
4648,15876,2796,-183,298,2028
4920,16116,2820,-242,36,2712
4996,16280,2936,-161,-405,3417
5396,16440,2640,-188,-562,4082
5824,16540,2608,-378,-442,4830
6772,16640,2720,-574,-396,5628
7728,16540,3004,-700,-125,6605
8672,16508,3216,-734,552,7666
9184,16244,3376,-627,1507,8776
9652,16428,3596,-311,2201,9784
9844,16352,3676,144,2800,10757
9996,16484,3768,439,3071,11706
10244,16776,4052,469,3333,12684
10340,16848,4424,205,3417,13522
10484,16668,4624,18,3132,14416
10580,16708,4608,124,2684,15521
10800,17056,4340,97,1889,16745
11268,17064,3748,42,998,17798
11516,17036,3244,-166,42,18930
11856,16824,3000,-222,-1189,20124
12420,16540,3028,-388,-2447,21393
13296,16212,3544,-643,-3378,22559
14360,16028,3704,-753,-3378,23490
15188,15700,3864,-698,-2702,24531
15872,15568,3376,-590,-1952,25518
16104,15464,3320,-478,-1189,26239
16088,15544,3060,-621,-337,26780
15600,15356,3040,-964,-501,27665
15208,15184,3252,-959,-2366,28699
15176,15132,3232,-1177,-4156,29832
14832,14628,2944,-1602,-6199,30908
14744,13360,3496,-1672,-8791,32029
14656,12368,3556,-1193,-12240,32767
16068,11484,3272,-797,-14144,32767
17248,10464,3152,-123,-14816,32767
18396,9416,2600,756,-15196,32767
18892,8592,2048,1774,-15840,32767
18448,7596,1560,2922,-16835,32767
18424,7180,528,4321,-18763,32767
19776,6748,56,5513,-19671,32767
21424,5884,28,6379,-18499,32767
22020,5092,188,7042,-16526,32767
22712,4208,24,7414,-13685,32767
22928,3448,-300,7582,-10128,32767
22612,2716,-364,7823,-6581,32767
22296,2340,-876,8103,-3631,32767
21388,2060,-1296,8442,-1466,32767
20396,1848,-1040,8746,1003,32767
19140,2048,-1112,8672,3291,32767
18320,1736,-1384,8158,4986,32767
17520,1000,-1440,7504,6571,32767
16748,308,-1684,6902,7832,32767
16012,-288,-2016,6395,8576,32352
15380,-820,-2092,6024,9138,31230
14316,-1408,-2176,5791,9466,30202
13188,-1788,-2276,5513,9396,29370
12156,-2140,-2484,5113,8725,28500
11444,-2728,-2440,4854,8370,27653
10688,-3484,-2136,4675,7795,26477
10400,-4284,-2056,4428,7274,25174
9564,-5140,-2024,4275,6611,23944
9404,-5832,-2124,4170,5686,22775
9156,-6596,-1992,4326,4721,21861
9420,-6760,-2368,4350,4297,20604
8976,-6636,-2340,4005,4359,18849
7956,-7000,-1856,4038,4141,17657
7012,-7264,-1636,4484,3932,16933
6676,-7136,-2024,4446,3851,16426
6492,-6964,-2104,4070,3776,15886
6324,-6828,-2120,3789,3528,15161
6108,-6872,-1988,3671,3360,14213
5940,-6632,-1848,3531,3166,13284
5924,-6464,-1708,3362,3158,12174
5632,-6112,-1444,3235,3394,11000
5176,-6052,-1104,3009,3539,10046
5120,-5676,-868,2604,3826,9070
4964,-5652,-796,2066,4039,7922
4468,-5488,-632,1557,3992,6815
4020,-5708,-516,1358,3823,5898
3692,-5752,-480,1237,3503,4856
3340,-5832,-276,1328,2765,3676
3248,-5668,96,1717,1978,2461
3180,-5224,252,2071,1088,1315
3272,-4712,484,2133,206,144
3588,-4560,376,1819,-621,-1077
3712,-4976,388,1322,-1548,-2342
3828,-5736,656,1019,-2508,-3543
4352,-6088,792,796,-3251,-4810
4796,-6088,844,396,-3707,-6331
5212,-5888,480,-169,-4259,-7916
5660,-5440,112,-893,-4636,-9431
6036,-4828,-68,-1729,-4930,-10830
6444,-4652,-284,-2718,-4824,-12229
6612,-4716,-112,-3947,-4758,-13730
6352,-5052,316,-5041,-5168,-15302
6572,-5636,312,-5947,-5920,-16985
6704,-6228,468,-6662,-6911,-18550
7000,-6876,988,-7345,-8230,-20041
7892,-7252,1476,-8057,-9407,-21620
8964,-7160,812,-8963,-10401,-23396
9760,-6712,752,-9981,-11268,-25037
10368,-6056,-116,-10926,-11901,-26451
11028,-5424,-1040,-11999,-12465,-27835
11800,-5264,-1744,-13089,-13074,-29301
12840,-5152,-3048,-14040,-14011,-30691
14124,-5416,-3480,-14602,-15053,-31923
15024,-5968,-3156,-14546,-15962,-32753
