Label,RMS50_EMG1,RMS100_EMG1,RMS150_EMG1,RMS200_EMG1,RMS250_EMG1,RMS50_EMG2,RMS100_EMG2,RMS150_EMG2,RMS200_EMG2,RMS250_EMG2,RMS50_EMG3,RMS100_EMG3,RMS150_EMG3,RMS200_EMG3,RMS250_EMG3,RMS50_EMG4,RMS100_EMG4,RMS150_EMG4,RMS200_EMG4,RMS250_EMG4,RMS50_EMG5,RMS100_EMG5,RMS150_EMG5,RMS200_EMG5,RMS250_EMG5,RMS50_EMG6,RMS100_EMG6,RMS150_EMG6,RMS200_EMG6,RMS250_EMG6
0.0,0.11155343807878232,0.6629745123796043,0.2780749065692622,0.7106723944076181,0.20871298686707213,0.9560981802680827,0.8627463774346478,0.42447273024181187,0.31420023838654293,0.20319872898919247,0.9747979985397102,0.7861877209769152,0.7518054752449363,0.32478810090975,0.8283617112928646,0.4869511926160224,0.6806453702851419,0.5871684097210993,0.6741385787796497,0.5333642064891987,0.5823995612429311,0.42688224238203165,0.5270230882155997,0.6689937466602776,0.696345465498488,0.4580646657386821,0.8148492279295272,0.5844478480873609,0.5641201568508817,0.5290075876517945
0.0,0.04122410779653462,0.5552692867689782,0.23468337393614525,0.7791729162630741,0.3912606729066361,0.9408793483490748,0.8251709622666479,0.24505480994281995,0.38703347648794534,0.238789914554728,0.9798637510447842,0.8259481891761008,0.7458481978229352,0.3147266902137553,0.6491637511778117,0.5819458483121158,0.7915384589012718,0.6889512528722481,0.551375954633247,0.7787767965000184,0.6222642962280517,0.4926574680273931,0.6289693376678556,0.5564045709912382,0.8131959185577998,0.4514248328953514,0.8602939912359076,0.5839176272476907,0.44105063569635716,0.6283159813206816
0.0,0.30563046985024417,0.6920324983559395,0.4436934830428305,0.8337661820601255,0.34235818830743386,0.9263153589381729,0.6625845841252104,0.2536377996687716,0.4293439443259722,0.19093123124499048,0.9474074212349871,0.7807826149204661,0.757761455996731,0.24303808633322413,0.7784486747842342,0.5420573597520812,0.6330522573605863,0.3822582005972096,0.6485877366707202,0.634427535587188,0.6656413053425931,0.6218885549701021,0.4624936252908645,0.6947516498022231,0.790718103090512,0.5454373012170595,0.9392456730390805,0.34814383157131895,0.6064498055723252,0.5975386233841073
0.0,0.33300439143123495,0.612769988037845,0.6819483028669072,0.7560916285900415,0.31971916711539095,0.8662583386128357,0.6222452127032775,0.32145946047261337,0.3599840422335345,0.12602301485528047,0.9219563823935343,0.7140785261023617,0.6467448625767673,0.3024755618571304,0.8582664019778381,0.5428908598026744,0.6513602841358325,0.3116543016314248,0.7889574854087414,0.5454660753593844,0.615125007471666,0.6655496579129534,0.21688762602405087,0.7164935158020758,0.6164575809925551,0.6088323329148793,0.9062759100537032,0.24114036350762394,0.7407127336381587,0.5111042552195326
0.0,0.36003381675024093,0.6085550317576615,0.5669116200182637,0.7361489446589091,0.25174298371667025,0.9069348689538971,0.5383529989589753,0.27141176194085825,0.35159482731967895,0.10911593756073426,0.9308221040454321,0.7605852986873846,0.7267366640355964,0.38251656211726104,0.913942868575932,0.5419043929377552,0.66270279318089,0.321001906782873,0.7591021390726572,0.5107295713353465,0.6502153638101797,0.6055363583919928,0.3769145618395536,0.7855479060208622,0.6539367418249117,0.6348500250530081,0.9069422077954771,0.2574897040406509,0.6699604530972078,0.497471886993547
0.0,0.14609618983736486,0.5771341206013447,0.2802565239565804,0.746776376998951,0.3515291281608785,0.8334209212183228,0.7027386724126303,0.21896094288014248,0.30157975067621984,0.15875278315897137,0.9613802323398075,0.6006862141562646,0.8407602461047643,0.18919696576360806,0.7753497704143499,0.5420427263437378,0.8104255381811204,0.5384024114329452,0.5903950934873743,0.699787064318692,0.5753125618335853,0.6948132397884225,0.5367942865576129,0.5683008370749859,0.7527071003966133,0.4968697614023974,0.9137491654201955,0.46611638494168095,0.518995088622806,0.5758828538523948
0.0,0.3666902438348125,0.6489135957600671,0.4804599472426243,0.7788407832230451,0.38034997112403135,0.8750654991154895,0.5438690180905181,0.2180608246329163,0.44474187250587555,0.1745593142768396,0.9088100862093359,0.6419770962916892,0.8176911649797621,0.29881311598126126,0.81475159557336,0.601767120524029,0.7744447141944962,0.3468344766615617,0.603924382840706,0.642730596326351,0.6630186988579432,0.7174647558493407,0.4511186164151166,0.6391344424179187,0.7120507285955736,0.5711691608726728,0.8962138391372374,0.2941971387151505,0.5874577487375701,0.6143756742778566
0.0,0.11523446125244098,0.6186673418563775,0.2419271862990222,0.7982580785884587,0.32256181198058,0.8411001240051683,0.7674757312431437,0.2591244738068417,0.37633991001958345,0.21983040947641785,0.9729154474006342,0.657774168549542,0.8525154513298749,0.25825604553116077,0.7841746593469151,0.5451414628843871,0.8514558423611721,0.5402233011069235,0.5624198334993316,0.7339775733554487,0.5094144481330657,0.6758116919198891,0.45794683674736136,0.5439538040890949,0.680472883049493,0.45899663568616766,0.8957439557403908,0.522677680016427,0.5337202511299174,0.6244414568208497
0.0,0.25802678098878296,0.6917118332931536,0.35842079185877135,0.7993442936127529,0.4154285849898806,0.9168260886686558,0.7624370722634233,0.30209412441450595,0.44549172296607403,0.2770404370540488,0.9460184048001219,0.515086015452774,0.8020206208606108,0.18564795295365383,0.7423660542558465,0.5288972761689836,0.8824271186448336,0.49699003295606964,0.5775665320966998,0.6758799116828296,0.5482508699149241,0.7006303150500962,0.6096859168517472,0.6714116813258135,0.7745094336679138,0.4849212360701709,0.9131883589275734,0.4681042106304225,0.5338799731306758,0.6767589485425749
0.0,0.2624594680104997,0.7149964898374782,0.297703473229547,0.8215291720497768,0.43645259616506116,0.866549845545741,0.7024262088541968,0.239266663510169,0.42445115005854583,0.23654795253691874,0.8798161978392576,0.5571106675920254,0.8566422772293025,0.22358078186946645,0.6668929756922276,0.5463489137502904,0.8685188476746936,0.47411194958356834,0.5239690161499043,0.7509432119789572,0.5144689023894827,0.7584653647862195,0.5260361681899052,0.5157162674764002,0.6745147137812076,0.5233674827337079,0.9188383102468515,0.49500987747600766,0.5141308242944843,0.6968049314089703
0.0,0.16149841286454963,0.572047426902275,0.30111580210109495,0.775324366808709,0.24100931727550245,0.8636826684574849,0.7995551873169909,0.24847630586972186,0.4000763594234183,0.17148600384179497,0.8860658521534621,0.7679957252319137,0.7914823346588068,0.2999912544503399,0.7339583934688485,0.47803080228254585,0.6800773356388607,0.4481789866042843,0.6333468385537896,0.651857592708692,0.502446987830106,0.6607032405607762,0.43163237597127363,0.5802752533439827,0.6537987369663953,0.4745470610871664,0.9326417845404875,0.5017899335665066,0.6196975962031418,0.6245272801047086
0.0,0.3288071436705548,0.577853296853224,0.4989461508847672,0.8830877245306958,0.31135364849927777,0.9470201944829532,0.48472440895574737,0.2983521540425361,0.5060408252639846,0.18828954997547462,0.8895377368117707,0.6875225152397798,0.6333552765531193,0.20204619955075317,0.673579001082525,0.5629380932624757,0.7354044170505908,0.4081002945463487,0.7168964018862992,0.6837146053362818,0.5977072558883575,0.582376063657844,0.46199673615339953,0.7132454364407154,0.7473767577897369,0.642790565021173,0.8864773039695831,0.3156772095421504,0.6502408599467776,0.6182312802524557
0.0,0.062330501911842945,0.5270780766199096,0.20193756574096303,0.727649343820533,0.325632675542148,0.9745697112362874,0.776425019625901,0.2100494797837713,0.3025788933087596,0.1825823038145994,0.9494675810992985,0.7757466046890247,0.7316050689776519,0.29496795235862117,0.642089357350078,0.5707441022642652,0.7311060921233753,0.6159320045802192,0.5574036097331093,0.7896915442812655,0.5182877221337463,0.44570356567813385,0.5391470091745867,0.522921439819232,0.7146578218958791,0.4866865216502832,0.8962549870546159,0.568152948290385,0.4571350853715863,0.6383189869584693
0.0,0.03126773354590055,0.466025571022229,0.21942578046635683,0.7036419489704496,0.33645520187829997,0.9396154291591,0.8654964271629559,0.28566314298331363,0.3548778223604989,0.2519040032121215,0.9196350363971869,0.8438230438940436,0.6796445858746376,0.33111904984091367,0.5986061728246966,0.5459537049411395,0.6908009562046356,0.680463746644665,0.5082710146935467,0.7896907887732735,0.5634865784750114,0.414869433934177,0.5548247243038184,0.4949394699118168,0.7511131524344133,0.48313571469446503,0.8513227141147066,0.6546048391167091,0.45159040301565123,0.6911108671948057
