5248, 14576, 1892,-4790, -2900, -304
5476, 14432, 1788,-4622, -3102, -279
5364, 14420, 1832,-4347, -3481, -243
5256, 14436, 1528,-4010, -4019, -265
5156, 14596, 1160,-3667, -4614, -182
5052, 14876, 864,-3389, -5278, -44
5112, 14824, 748,-3224, -6046, 139
5212, 14752, 392,-3099, -6685, 419
5248, 14680, 64,-3027, -7250, 708
5320, 14600, -16,-3089, -7603, 1049
5456, 14348, -180,-2958, -7909, 1303
5616, 13996, -280,-2662, -8113, 1462
5760, 13828, -364,-2258, -8175, 1589
5816, 13768, -528,-1794, -8166, 1671
5764, 13492, -600,-1365, -8035, 1684
5720, 13448, -812,-951, -7856, 1716
5840, 13408, -1088,-597, -7552, 1678
6056, 13344, -1148,-285, -7114, 1581
6104, 13156, -1480,46, -6628, 1470
6356, 12972, -1596,373, -6078, 1240
6476, 13012, -1812,713, -5478, 894
6708, 12768, -1964,1148, -4724, 415
6864, 12600, -2224,1682, -3909, -159
6888, 12344, -2288,2322, -3099, -747
6972, 12312, -2356,2981, -2181, -1389
7044, 12476, -2460,3615, -1279, -2055
7544, 12464, -2340,4459, -112, -2835
7584, 12700, -2520,5329, 1255, -3736
7708, 13216, -2276,5958, 2389, -4586
7800, 13744, -2108,6363, 3754, -5258
8292, 14092, -1796,6614, 5608, -5818
8740, 14452, -1404,6808, 7592, -6165
8824, 14808, -952,6974, 9601, -6432
8928, 15484, -592,7197, 11526, -6611
8512, 15812, -444,7426, 13109, -6587
7784, 15844, -536,7619, 14202, -6205
7260, 15884, -284,7893, 14694, -5519
7088, 16060, 208,8178, 14652, -4656
6676, 16256, 420,8547, 14075, -3550
6292, 16632, 208,8888, 13274, -2162
6360, 17032, 332,9269, 12155, -597
6624, 17460, 504,9491, 10847, 1045
6692, 17812, 1096,9614, 9285, 2762
6972, 17856, 1324,9797, 7698, 4517
7500, 17648, 1568,10172, 6692, 6188
8224, 17604, 2364,10877, 5852, 7796
9212, 17880, 3604,11851, 4755, 9356
10608, 18528, 4692,12864, 3784, 11175
12124, 19096, 4904,13718, 3681, 12956
15004, 20008, 3840,14073, 6192, 15010
15016, 21228, 2112,13746, 8077, 16153
12404, 21544, 24,12277, 6571, 17565
11876, 21348, 1084,12843, 5052, 18917
11432, 21320, -656,12450, 4469, 21612
12132, 21204, -828,12781, 1513, 23837
13792, 21040, -1040,13196, -376, 25427
13968, 20884, -1252,13222, -2490, 27064
14272, 20432, -2112,13217, -5348, 28973
16160, 20108, -2944,13246, -6715, 30553
17572, 19248, -3776,13275, -6801, 31603
18924, 18480, -4252,13355, -6770, 32231
20128, 17724, -4132,13723, -5891, 32566
20420, 17144, -4500,13920, -4620, 32767
20480, 16736, -5052,13937, -3640, 32767
20460, 16440, -5684,13808, -2656, 32767
20292, 16088, -6312,13497, -1561, 32767
19860, 15384, -7232,12916, -411, 32767
19524, 14540, -7520,12353, 518, 32767
19076, 13448, -7536,12017, 946, 32767
18720, 12336, -7520,12045, 885, 32767
18228, 11472, -8600,12104, 387, 32767
18116, 10516, -8724,12258, 123, 32767
14288, 3500, -12396,10847, 8966, 32767
15036, 2152, -11432,10703, 10070, 32767
14696, 824, -10552,11251, 11119, 32767
13056, -288, -9252,12217, 11697, 32159
11856, -844, -7696,12702, 11747, 29970
10360, -1092, -7016,13074, 11124, 28906
9324, -776, -6260,13102, 11153, 29578
10292, -312, -6540,12962, 10929, 29418
9568, 104, -6216,11889, 11150, 28512
8984, 540, -5688,9960, 11673, 27494
7820, -392, -4756,9227, 11249, 26650
7020, -1336, -4852,9020, 10702, 25994
6416, -2188, -4412,9142, 10276, 25209
6056, -2712, -3920,9381, 9616, 23986
5544, -2960, -3420,9577, 8867, 22884
5484, -3012, -2808,9681, 8215, 21770
5416, -2912, -2292,9533, 7649, 20616
5288, -3020, -1596,9178, 7148, 19258
4916, -3136, -1224,8670, 6674, 17853
4620, -3040, -532,8066, 6316, 16575
4104, -3100, -216,7482, 5942, 15113
3684, -3120, -56,6896, 5300, 13599
3660, -3516, -156,6327, 4722, 12206
3576, -4096, -408,5889, 4319, 10754
3144, -4936, -148,5861, 3681, 9120
3204, -5600, 76,6127, 2717, 7510
3068, -5976, 148,6526, 1821, 6073
3188, -5940, 332,6909, 980, 4852
2964, -5616, 296,7166, 110, 3725
2948, -5444, 216,7286, -801, 2673
2808, -5296, 376,7348, -1350, 1623
3096, -5208, 292,7198, -1984, 491
3336, -5496, 364,6854, -2591, -786
3588, -6052, 804,6443, -2993, -2225
3920, -6108, 752,5930, -3304, -3737
4040, -5908, 916,5283, -3704, -5178
3996, -5464, 1020,4642, -4013, -6516
3760, -5248, 668,3813, -4386, -7800
3984, -5284, 768,2787, -4927, -9117
4188, -6036, 1000,1921, -5526, -10607
4396, -6620, 1496,1314, -6471, -12128
4856, -6924, 1708,950, -7509, -13656
5312, -6240, 1468,511, -8480, -15167
5572, -5548, 708,-313, -9065, -16537
6228, -5228, 4,-1927, -9693, -17723
7088, -5844, -300,-3916, -10097, -18953
7888, -6860, -460,-5423, -10430, -20231
9036, -7272, -968,-6608, -10666, -21447
10240, -7048, -1992,-7762, -10923, -22580
11544, -6500, -2176,-8606, -11121, -23487
11736, -5984, -2352,-9136, -11702, -24036
12212, -5336, -2660,-9635, -12331, -24428
12164, -5808, -2316,-10200, -13579, -24799
12608, -6676, -1612,-10836, -15664, -24992
13628, -7752, -1136,-11205, -17769, -25290
14916, -8104, -892,-11089, -19629, -25826
16260, -6948, -2060,-10972, -20893, -26247
17044, -5364, -3100,-11003, -22082, -26253
17044, -3908, -3152,-10907, -23438, -25897
17104, -2212, -3372,-11382, -24742, -25362
17088, -1280, -3732,-12637, -25479, -25004
17388, -884, -3928,-14482, -26050, -25118
17948, -1040, -4908,-16547, -26289, -25622
18652, -1268, -5856,-18131, -26297, -26212
19780, -896, -9568,-19456, -24858, -26802
20232, -828, -10472,-19642, -24035, -27126
20364, -116, -10332,-18345, -24620, -27009
19752, 1072, -9356,-16916, -25338, -26036
18660, 2612, -8032,-16071, -26316, -23876
18204, 4380, -8688,-16765, -27380, -21099
18624, 5420, -10364,-18635, -27843, -18309
18820, 5712, -11520,-20692, -28526, -16218
18180, 5184, -12712,-21448, -28765, -14295
18788, 4880, -15848,-21636, -27634, -12823
19872, 6992, -19196,-12706, -17151, 891
20168, 6984, -18332,-12320, -14397, 2114
20320, 7400, -18464,-12323, -10402, 3439
20828, 7376, -19176,-12330, -6120, 4874
20420, 6892, -18964,-11786, -2701, 6485
19320, 6500, -19904,-10601, 181, 8600
18540, 6068, -19152,-8750, 2632, 10484
18668, 6124, -18992,-6908, 4683, 11550
17512, 6404, -19172,-5573, 5456, 12896
17240, 6172, -18776,-4416, 5123, 14343
17540, 6152, -18312,-3547, 5417, 15520
17416, 5540, -18504,-3265, 5471, 16980
18456, 4324, -18192,-2528, 5788, 18130
19044, 3472, -17500,-1305, 6903, 18897
19148, 2972, -17128,-50, 8345, 19760
18876, 2556, -16684,999, 9612, 20727
19124, 2324, -16320,1947, 11133, 21687
18972, 2112, -16172,2753, 12685, 22413
18792, 1852, -15720,3691, 13726, 22857
18276, 1716, -15344,4644, 14920, 23356
18016, 1696, -15256,5478, 15954, 23779
17588, 1520, -15444,6222, 17091, 24217
17516, 1424, -15480,7082, 18259, 24652
17196, 1304, -14796,8259, 19064, 24872
17092, 1316, -14456,9601, 20170, 25094
17192, 1532, -14640,10570, 21615, 25232
17008, 1384, -14144,11042, 23097, 24956
16424, 1204, -13476,11675, 24626, 24503
16032, 800, -13372,12137, 26192, 24203
15564, 620, -12924,12427, 27533, 23719
15156, 520, -12496,12753, 28557, 22777
14496, 508, -12364,12965, 29485, 21897
13616, 304, -11420,13339, 29750, 22000
13468, 200, -10448,13753, 29871, 22242
13272, 176, -9532,13887, 30223, 22103
13024, 232, -9272,13718, 30439, 21372
12516, 200, -8508,13497, 30185, 20505
11880, 108, -8024,13300, 29811, 19978
11672, 304, -7248,13008, 29761, 19260
11336, 348, -6728,12695, 29772, 18348
10996, 332, -6096,12132, 29815, 17088
10024, 112, -5620,11551, 29757, 15874
8972, -312, -4876,10989, 29859, 15095
8372, -872, -4392,10546, 29838, 14639
7944, -1476, -3564,10209, 29863, 13891
7568, -2220, -2740,10185, 29775, 12738
7236, -2740, -2256,10412, 29268, 11580
6828, -3068, -1524,10941, 28513, 10407
6184, -3392, -1028,11296, 27631, 9487
5616, -3768, -368,11879, 26557, 8740
5128, -4148, 224,12621, 25439, 8047
4628, -4640, 680,13425, 23968, 7346
4080, -5044, 1748,14518, 22213, 6780
3484, -5180, 2944,15760, 20002, 6227
3376, -5148, 3824,17076, 17545, 5656
3240, -4848, 4536,18160, 15246, 4887
3048, -4324, 5188,18882, 12727, 4056
2756, -3824, 5708,19330, 9861, 3081
2272, -3708, 6656,19560, 6944, 2199
2376, -3788, 7528,19721, 4094, 1066
2704, -3888, 7836,19910, 1372, -405
3120, -3980, 8352,20043, -1171, -2089
3676, -3816, 8476,20079, -3049, -3708
4344, -3456, 8556,20014, -4302, -5203
5464, -2596, 9640,19604, -5147, -6487
6840, -1396, 11308,19028, -6178, -7445
8096, -168, 12260,17888, -6591, -8231
9644, 396, 12744,16603, -6184, -8965
10544, 8, 13072,15634, -5321, -9613
10964, -988, 13344,15303, -3917, -10108
10892, -1952, 13072,15470, -2385, -10297
10292, -1656, 13460,15313, -1155, -10333
9816, -856, 13880,14620, -261, -10334
9476, -368, 14220,14106, -352, -10068
9328, 296, 14728,13523, -774, -10057
9616, 532, 14032,12894, -1149, -10324
9412, 700, 14108,12297, -2108, -10359
8580, 996, 15472,11938, -4324, -10322
10916, 3672, 13232,9300, -5358, -10477
14768, 5872, 19032,5406, -6173, -9921
17068, 3444, 21132,5261, -8941, -8567
19348, 2060, 18956,5106, -8545, -7859
19100, 1668, 15808,3928, -6945, -7616
17536, 1068, 14372,2675, -6289, -6270
16596, 264, 13292,1931, -5218, -4195
15868, -348, 12164,1443, -3584, -2147
14972, -228, 11324,1235, -2307, -817
14124, -44, 11044,1105, -1395, -279
12568, 116, 10984,1022, -916, 47
11880, 412, 11324,882, -627, 264
11720, 596, 11456,796, -779, 395
11508, 884, 11688,660, -909, 315
11596, 952, 12336,716, -1341, -325
11024, 1324, 11648,326, -1786, -452
11156, 1344, 11804,52, -2362, -631
11356, 1248, 11852,-344, -2961, -858
11756, 1160, 12016,-767, -3054, -524
12888, 1352, 11524,-1167, -2843, -899
12260, 2304, 10360,-2480, -1659, 55
13492, 1168, 11276,-1598, -1531, -1080
13288, 1044, 11672,-2100, -419, -617
12928, 1020, 11108,-2338, -41, 69
13312, 900, 11320,-2224, 307, 62
12964, 824, 10968,-2059, 293, -530
