4772, 15420, 1912,-3554, 1068, -410
4528, 15432, 1836,-3625, 854, -556
4352, 15352, 1756,-3628, 476, -712
4284, 15240, 1796,-3681, 44, -913
4308, 15232, 1684,-3728, -436, -1042
4340, 15092, 1688,-3743, -895, -1217
4428, 15176, 1608,-3728, -1277, -1366
4676, 15092, 1544,-3710, -1611, -1501
4748, 15068, 1396,-3675, -1794, -1619
5016, 15036, 1288,-3611, -1910, -1713
5120, 14796, 1272,-3556, -1931, -1838
5248, 14864, 1204,-3456, -1853, -1916
5328, 14708, 1220,-3344, -1759, -2020
5324, 14728, 1052,-3265, -1666, -2120
5200, 14832, 1124,-3235, -1613, -2200
5164, 14756, 784,-3178, -1559, -2294
5088, 14624, 732,-3014, -1620, -2403
4960, 14592, 300,-2852, -1659, -2468
4972, 14460, 176,-2636, -1762, -2514
5036, 14356, 44,-2454, -1833, -2519
5124, 14264, 68,-2212, -1945, -2494
4932, 14008, -88,-1864, -2052, -2526
5224, 14024, -256,-1429, -2083, -2522
5312, 13884, -328,-936, -2194, -2595
5632, 14372, -680,-894, -2074, -2641
5784, 14376, -132,-630, -1742, -2541
5992, 14252, -4,-163, -1403, -2577
6392, 14376, -40,330, -776, -2628
6464, 14552, -292,804, -194, -2523
6368, 14728, -524,1206, 320, -2343
6336, 14728, -616,1565, 714, -2037
5888, 14704, -732,1984, 915, -1728
5716, 14648, -1148,2478, 973, -1440
5884, 14608, -1160,3051, 899, -1215
6036, 14620, -1236,3647, 747, -864
6304, 14904, -1016,4072, 532, -339
6540, 14984, -696,4513, 206, 276
6448, 15000, -344,5026, -254, 934
6468, 14852, -492,5628, -828, 1619
6336, 14888, -508,6166, -1583, 2339
6392, 15040, -260,6546, -2334, 3273
6796, 14976, -188,6851, -3028, 4238
7244, 15208, -156,7263, -4047, 5260
7680, 15392, 184,7931, -5520, 6434
7544, 15676, 440,8735, -7760, 8046
7776, 15960, 704,9518, -10700, 9964
8256, 16040, 652,10237, -12929, 12062
8840, 16008, -432,11184, -14378, 14307
9916, 16028, -1096,12447, -14985, 16247
11220, 16420, -1384,14169, -15009, 17516
12100, 17308, -1860,15830, -14641, 18125
12628, 18420, -1304,16682, -14207, 18525
13768, 19276, -1284,16628, -12055, 18766
14616, 19436, -2096,16024, -9881, 19445
